task,target_index,metric,valid,test
bbbp,0,auc,0.9132729264164094,0.5789930555555556
bace,0,auc,0.6344322344322344,0.8118588071639715
clintox,0,auc,0.8503496503496504,0.6163069544364509
clintox,1,auc,0.8908450704225352,0.5659420289855073
tox21,0,auc,0.7192118226600985,0.7344903988183161
tox21,1,auc,0.7602990033222591,0.762660158633313
tox21,2,auc,0.7609555851795425,0.7372117090479007
tox21,3,auc,0.7379484564753871,0.7176610862371033
tox21,4,auc,0.6347278041651443,0.6483484802723704
tox21,5,auc,0.7,0.6943325461869704
tox21,6,auc,0.7801892551892552,0.6915524732620321
tox21,7,auc,0.6790498442367601,0.6677990108993134
tox21,8,auc,0.6368893987190517,0.6206707102672293
tox21,9,auc,0.6747377622377623,0.6172911624801802
tox21,10,auc,0.770848330170364,0.7353197096260938
tox21,11,auc,0.6918583042973286,0.6590768437338834
toxcast,0,auc,0.6203947368421052,0.5732758620689655
toxcast,1,auc,0.6832688588007737,0.5193934091571887
toxcast,2,auc,0.5633802816901409,0.44841269841269843
toxcast,3,auc,0.573170731707317,0.5650406504065041
toxcast,4,auc,0.5885167464114832,0.6022727272727273
toxcast,5,auc,0.6181818181818182,0.5538265306122448
toxcast,6,auc,0.4760312151616499,0.6128871128871128
toxcast,7,auc,0.6208791208791209,0.4637002341920375
toxcast,8,auc,0.5613333333333334,0.4573903818953324
toxcast,9,auc,0.689935064935065,0.45799457994579945
toxcast,10,auc,0.5980885311871227,0.5430769230769231
toxcast,11,auc,0.5923809523809523,0.5263157894736842
toxcast,12,auc,0.8571428571428571,0.45
toxcast,13,auc,0.6461916461916462,0.49369747899159666
toxcast,14,auc,0.6898148148148148,0.46794871794871795
toxcast,15,auc,0.4625,0.5578231292517006
toxcast,16,auc,0.6248006379585327,0.661243556701031
toxcast,17,auc,0.5730958230958231,0.5035087719298246
toxcast,18,auc,0.7127976190476191,0.6855670103092784
toxcast,19,auc,0.6145454545454545,0.6815189873417722
toxcast,20,auc,0.8024691358024691,0.6639566395663956
toxcast,21,auc,0.4578313253012048,0.5121951219512195
toxcast,22,auc,0.6204819277108434,0.24015748031496062
toxcast,23,auc,0.6563814866760168,0.6243686868686869
toxcast,24,auc,0.5912646675358539,0.6037037037037037
toxcast,25,auc,0.9318181818181818,0.648936170212766
toxcast,26,auc,0.76375,0.4067796610169492
toxcast,27,auc,0.6730769230769231,0.5444976076555024
toxcast,28,auc,0.6276948590381426,0.6096181046676096
toxcast,29,auc,0.5638461538461539,0.619756838905775
toxcast,30,auc,0.7481481481481481,0.6462585034013606
toxcast,31,auc,0.7962962962962963,0.5564102564102564
toxcast,32,auc,0.6953125,0.5334928229665071
toxcast,33,auc,0.6842105263157895,0.4551282051282051
toxcast,34,auc,0.7928571428571428,0.5956937799043063
toxcast,35,auc,0.837037037037037,0.6698564593301436
toxcast,36,auc,0.6037037037037037,0.7015765765765766
toxcast,37,auc,0.6785714285714286,0.5574162679425837
toxcast,38,auc,0.6640625,0.7277777777777777
toxcast,39,auc,0.7734375,0.6531531531531531
toxcast,40,auc,0.5714285714285714,0.3861111111111111
toxcast,41,auc,0.8409090909090909,0.5503875968992248
toxcast,42,auc,0.7578947368421053,0.5155038759689923
toxcast,43,auc,0.5,0.3188405797101449
toxcast,44,auc,0.775,0.25
toxcast,45,auc,0.8272108843537415,0.6580141129032258
toxcast,46,auc,0.6077850877192983,0.5284045563375173
toxcast,47,auc,0.7157360406091371,0.5717484605336817
toxcast,48,auc,0.7594339622641509,0.5236220472440944
toxcast,49,auc,0.4964788732394366,0.07086614173228346
toxcast,50,auc,0.881619937694704,0.8047808764940239
toxcast,51,auc,0.6551659125188537,0.4637212643678161
toxcast,52,auc,0.7742819349962207,0.6740776699029126
toxcast,53,auc,0.5185406698564593,0.5096549540993985
toxcast,54,auc,0.6266909469302809,0.6701930706162391
toxcast,55,auc,0.7043269230769231,0.6557454890788225
toxcast,56,auc,0.5492957746478874,0.4342629482071713
toxcast,57,auc,0.7463054187192119,0.5959699453551912
toxcast,58,auc,0.6161327231121282,0.5883503401360545
