task,target_index,metric,valid,test,config_id,seed
esol,0,rmse,1.7270991802215576,1.6177458763122559,x05,42
freesolv,0,rmse,5.467043399810791,4.072926998138428,x05,42
lipo,0,rmse,0.911180853843689,0.866024911403656,x05,42
qm7dft,0,mae,127.0764389038086,151.3548583984375,x05,42
qm8dft,0,mae,0.016533026471734047,0.014732150360941887,x05,42
qm8dft,1,mae,0.014745557680726051,0.014096984639763832,x05,42
qm8dft,2,mae,0.02140006236732006,0.024868808686733246,x05,42
qm8dft,3,mae,0.046226006001234055,0.04408011585474014,x05,42
qm8dft,4,mae,0.01686045713722706,0.014653871767222881,x05,42
qm8dft,5,mae,0.01584470458328724,0.015026003122329712,x05,42
qm8dft,6,mae,0.015819989144802094,0.022220484912395477,x05,42
qm8dft,7,mae,0.03441838547587395,0.03670752793550491,x05,42
qm8dft,8,mae,0.016108762472867966,0.014137465506792068,x05,42
qm8dft,9,mae,0.014307122677564621,0.013699210248887539,x05,42
qm8dft,10,mae,0.019859520718455315,0.026209883391857147,x05,42
qm8dft,11,mae,0.03812319412827492,0.041202761232852936,x05,42
qm9dft,0,mae,0.0089675672352314,0.009665119461715221,x05,42
qm9dft,1,mae,0.011832652613520622,0.01390690729022026,x05,42
qm9dft,2,mae,0.013587519526481628,0.015571819618344307,x05,42
