task,target_index,metric,valid,test,config_id,seed
esol,0,rmse,1.7195727825164795,1.5487600564956665,x07,43
freesolv,0,rmse,5.342258453369141,3.945535182952881,x07,43
lipo,0,rmse,0.9237149953842163,0.8586992621421814,x07,43
qm7dft,0,mae,129.05630493164062,160.64913940429688,x07,43
qm8dft,0,mae,0.016228744760155678,0.01462544221431017,x07,43
qm8dft,1,mae,0.014633569866418839,0.014069772325456142,x07,43
qm8dft,2,mae,0.020882360637187958,0.025195933878421783,x07,43
qm8dft,3,mae,0.04598398134112358,0.043983932584524155,x07,43
qm8dft,4,mae,0.0164157897233963,0.014629730023443699,x07,43
qm8dft,5,mae,0.015519669279456139,0.015060502104461193,x07,43
qm8dft,6,mae,0.016208242624998093,0.022128770127892494,x07,43
qm8dft,7,mae,0.03410732373595238,0.036470022052526474,x07,43
qm8dft,8,mae,0.015426604077219963,0.013837234117090702,x07,43
qm8dft,9,mae,0.014131720177829266,0.013678327202796936,x07,43
qm8dft,10,mae,0.019747097045183182,0.025803832337260246,x07,43
qm8dft,11,mae,0.03798829764127731,0.04107658565044403,x07,43
qm9dft,0,mae,0.008639570325613022,0.009433652274310589,x07,43
qm9dft,1,mae,0.011144869960844517,0.013303631916642189,x07,43
qm9dft,2,mae,0.012939072214066982,0.01513958815485239,x07,43
