task,target_index,metric,valid,test,config_id,seed
esol,0,rmse,1.627193763936733,1.567430149906401,c02,42
freesolv,0,rmse,5.628665619370884,4.137895089776427,c02,42
lipo,0,rmse,0.9846127324156515,0.9384578590862119,c02,42
qm7dft,0,mae,124.24462217685425,132.15158754088048,c02,42
qm8dft,0,mae,0.01911257251504545,0.01734065711343452,c02,42
qm8dft,1,mae,0.016286563461930893,0.015671113524348464,c02,42
qm8dft,2,mae,0.02247424029972845,0.026255001452622644,c02,42
qm8dft,3,mae,0.046887446923472215,0.04429431767339768,c02,42
qm8dft,4,mae,0.020034608682119814,0.017850101800855524,c02,42
qm8dft,5,mae,0.017574416495576048,0.016812921404214292,c02,42
qm8dft,6,mae,0.017341902673151114,0.023982758998901274,c02,42
qm8dft,7,mae,0.035437697995076504,0.03749748944515529,c02,42
qm8dft,8,mae,0.018792399607849654,0.01695665373597111,c02,42
qm8dft,9,mae,0.015837649544039153,0.015522059187980134,c02,42
qm8dft,10,mae,0.02166327209850065,0.027728012280725384,c02,42
qm8dft,11,mae,0.038931664777239514,0.04189286470895594,c02,42
qm9dft,0,mae,0.010419289980757944,0.011106180671759601,c02,42
qm9dft,1,mae,0.015298290707746036,0.017838918154144644,c02,42
qm9dft,2,mae,0.01743720429330351,0.019452856466416948,c02,42
