seed,config_id,within_range_count,mean_normalized_score,mean_norm_regression,elapsed_sec_total
42,c06,2,-0.119650130654046,-0.119650130654046,185.011
43,c06,2,-0.14207206731738442,-0.14207206731738442,174.993
44,c06,2,-0.11996834106002963,-0.11996834106002963,176.93
45,c06,2,-0.12494013443952992,-0.12494013443952992,174.604
46,c06,2,-0.1292140555547728,-0.1292140555547728,173.4
