seed,config_id,within_range_count,mean_normalized_score,mean_norm_classification,mean_norm_regression,elapsed_sec_total
42,t10,7,-0.077273219956812,0.08776412413948341,-0.29732301208520584,197.006
43,t10,7,-0.13203076791776794,-0.009085122113755971,-0.2959582956564506,203.909
44,t10,7,-0.09665620916147706,0.02288745984421512,-0.2560477678357333,209.622
45,t10,8,-0.09154683226790385,0.03053038090719837,-0.2543164498347068,215.108
46,t10,7,-0.129303285799849,-0.02525777444415165,-0.26803063427411217,202.77
