task,target_index,metric,valid,test
bbbp,0,auc,0.908493478044409,0.5913387345679012
bace,0,auc,0.6025641025641025,0.7681272822117893
clintox,0,auc,0.7384615384615385,0.6598721023181455
clintox,1,auc,0.7276995305164319,0.6518115942028986
tox21,0,auc,0.7227944469323779,0.7102797267355982
tox21,1,auc,0.7410299003322259,0.8048352654057352
tox21,2,auc,0.7332571573668507,0.7672868970178255
tox21,3,auc,0.7325252618893112,0.6770488612030368
tox21,4,auc,0.646967482645232,0.6074654732160018
tox21,5,auc,0.6720991561181434,0.7052368384497847
tox21,6,auc,0.725030525030525,0.7789939839572193
tox21,7,auc,0.6741822429906542,0.6288351658904306
tox21,8,auc,0.6399483796960138,0.6350430731364276
tox21,9,auc,0.6342001748251749,0.5974714178419428
tox21,10,auc,0.7510852256614968,0.6732796340493238
tox21,11,auc,0.6656794425087108,0.6968798349664775
toxcast,0,auc,0.5768092105263158,0.5005387931034483
toxcast,1,auc,0.6520793036750484,0.5065616797900262
toxcast,2,auc,0.556841046277666,0.48412698412698413
toxcast,3,auc,0.8516260162601627,0.5765582655826558
toxcast,4,auc,0.594896331738437,0.5666035353535354
toxcast,5,auc,0.56,0.5145408163265306
toxcast,6,auc,0.507803790412486,0.6408591408591409
toxcast,7,auc,0.4990842490842491,0.4672131147540984
toxcast,8,auc,0.6226666666666667,0.5431400282885431
toxcast,9,auc,0.5511363636363636,0.5474254742547425
toxcast,10,auc,0.528672032193159,0.6478846153846154
toxcast,11,auc,0.679047619047619,0.592822966507177
toxcast,12,auc,0.8511904761904762,0.3790322580645161
toxcast,13,auc,0.6498771498771498,0.5404411764705882
toxcast,14,auc,0.5123456790123457,0.4853988603988604
toxcast,15,auc,0.825,0.6360544217687075
toxcast,16,auc,0.6228070175438597,0.6272551546391752
toxcast,17,auc,0.5085995085995086,0.49122807017543857
toxcast,18,auc,0.6517857142857143,0.654639175257732
toxcast,19,auc,0.5709090909090909,0.6632911392405063
toxcast,20,auc,0.8117283950617284,0.6368563685636857
toxcast,21,auc,0.5692771084337349,0.31910569105691056
toxcast,22,auc,0.8734939759036144,0.11023622047244094
toxcast,23,auc,0.5785413744740533,0.5817550505050505
toxcast,24,auc,0.6714471968709257,0.5936507936507937
toxcast,25,auc,0.9545454545454546,0.425531914893617
toxcast,26,auc,0.6075,0.4661016949152542
toxcast,27,auc,0.7094017094017094,0.6181818181818182
toxcast,28,auc,0.6401326699834162,0.6308345120226309
toxcast,29,auc,0.5715384615384616,0.6519756838905775
toxcast,30,auc,0.6962962962962963,0.673469387755102
toxcast,31,auc,0.6481481481481481,0.5846153846153846
toxcast,32,auc,0.65625,0.5645933014354066
toxcast,33,auc,0.7684210526315789,0.6512820512820513
toxcast,34,auc,0.65,0.5215311004784688
toxcast,35,auc,0.8592592592592593,0.7057416267942583
toxcast,36,auc,0.6444444444444445,0.6036036036036037
toxcast,37,auc,0.7714285714285715,0.5813397129186603
toxcast,38,auc,0.58203125,0.39305555555555555
toxcast,39,auc,0.7265625,0.36936936936936937
toxcast,40,auc,0.6031746031746031,0.5555555555555556
toxcast,41,auc,0.8409090909090909,0.6201550387596899
toxcast,42,auc,0.7157894736842105,0.5348837209302325
toxcast,43,auc,0.8636363636363636,0.572463768115942
toxcast,44,auc,0.5625,0.3
toxcast,45,auc,0.6952380952380952,0.6038306451612904
toxcast,46,auc,0.5742872807017544,0.5654792135239063
toxcast,47,auc,0.6761421319796954,0.5965665236051502
toxcast,48,auc,0.6084905660377359,0.5728346456692913
toxcast,49,auc,0.4636150234741784,0.20669291338582677
toxcast,50,auc,0.8403426791277259,0.6310756972111554
toxcast,51,auc,0.6393288084464555,0.4635416666666667
toxcast,52,auc,0.7296863189720333,0.7025242718446602
toxcast,53,auc,0.6118421052631579,0.48559670781893005
toxcast,54,auc,0.6432535553243149,0.5666049545975491
toxcast,55,auc,0.7441239316239316,0.6704653371320038
toxcast,56,auc,0.5,0.502788844621514
toxcast,57,auc,0.6558761435608726,0.5925546448087432
toxcast,58,auc,0.6189931350114416,0.6369047619047619
toxcast,59,auc,0.44528301886792454,0.8583662714097496
toxcast,60,auc,0.6984911550468262,0.580583697369644
toxcast,61,auc,0.6652173913043479,0.2773333333333333
toxcast,62,auc,0.6871761658031088,0.5925016160310278
toxcast,63,auc,0.5622433743934304,0.6046985625402275
toxcast,64,auc,0.7346938775510204,0.42311507936507936
toxcast,65,auc,0.6229372937293729,0.39939024390243905
toxcast,66,auc,0.644120707596254,0.6201339072214251
toxcast,67,auc,0.5756097560975609,0.6416833222296247
toxcast,68,auc,0.6741706161137441,0.7063492063492064
toxcast,69,auc,0.6913265306122449,0.607219152854512
toxcast,70,auc,0.7389455782312925,0.4610636277302944
toxcast,71,auc,0.6601604857948384,0.5183423913043478
toxcast,72,auc,0.5088028169014085,0.6677290836653387
toxcast,73,auc,0.7047169811320755,0.7421259842519685
toxcast,74,auc,nan,0.045098039215686274
toxcast,75,auc,0.7001877346683354,0.6442786069651741
toxcast,76,auc,0.6320672910163024,0.5198041833555852
toxcast,77,auc,0.7526709401709402,0.45934959349593496
toxcast,78,auc,0.6075225943646996,0.5255852842809364
toxcast,79,auc,0.7834890965732088,0.9450980392156862
toxcast,80,auc,0.6405797101449275,0.8007968127490039
toxcast,81,auc,0.7245283018867924,0.4
toxcast,82,auc,0.6757503949447078,0.599214480874317
toxcast,83,auc,0.6054455445544554,0.44876283846872084
toxcast,84,auc,0.4867924528301887,0.40784313725490196
toxcast,85,auc,0.7606382978723404,0.628643216080402
toxcast,86,auc,0.5768115942028985,0.49016697588126157
toxcast,87,auc,0.5916271721958926,0.5866141732283464
toxcast,88,auc,0.443075117370892,0.5461133069828722
toxcast,89,auc,0.709110696517413,0.45697358197358195
toxcast,90,auc,0.6874587458745874,0.5221354166666666
toxcast,91,auc,0.5442338072669827,0.7108433734939759
toxcast,92,auc,0.6523255813953488,0.5649801587301587
toxcast,93,auc,0.5766192733017378,0.8288810483870968
toxcast,94,auc,0.7624912033779029,0.6532119123800147
toxcast,95,auc,0.7021193092621664,0.554228855721393
toxcast,96,auc,0.596244131455399,0.6446215139442231
toxcast,97,auc,0.5581395348837209,0.5615079365079365
toxcast,98,auc,0.5953221535745807,0.5589717741935484
toxcast,99,auc,0.8257042253521126,0.47035573122529645
toxcast,100,auc,0.8270142180094787,0.4691056910569106
toxcast,101,auc,0.6655405405405406,0.6136479591836734
toxcast,102,auc,0.5781531531531532,0.5324494949494949
toxcast,103,auc,0.7990654205607477,0.5283858998144713
toxcast,104,auc,0.6473193473193474,0.5786989795918367
toxcast,105,auc,0.5094339622641509,nan
toxcast,106,auc,0.7150943396226415,0.4380040322580645
toxcast,107,auc,0.5142857142857142,0.4849726775956284
toxcast,108,auc,0.5720930232558139,0.3431372549019608
toxcast,109,auc,0.7083333333333334,0.48155737704918034
toxcast,110,auc,0.6504554655870445,0.5922708399872245
toxcast,111,auc,0.4066037735849057,0.25882352941176473
toxcast,112,auc,0.5827991452991453,0.49842555105713
toxcast,113,auc,0.5293062200956937,0.40776209677419356
toxcast,114,auc,0.9791666666666666,0.6549019607843137
toxcast,115,auc,0.6402511961722488,0.541501976284585
toxcast,116,auc,0.7057661927330173,0.5621513944223108
toxcast,117,auc,0.5880281690140845,0.650199203187251
toxcast,118,auc,0.9534883720930233,0.5218253968253969
toxcast,119,auc,0.4066037735849057,0.6294117647058823
toxcast,120,auc,0.6510204081632653,0.4760928961748634
toxcast,121,auc,0.4740566037735849,0.42709163346613543
toxcast,122,auc,0.7066037735849057,0.48313492063492064
toxcast,123,auc,0.5699626865671642,0.507703081232493
toxcast,124,auc,0.7595693779904307,0.6733333333333333
toxcast,125,auc,0.6194068678459937,0.4921177455357143
toxcast,126,auc,0.7079411764705882,0.5953133228014744
toxcast,127,auc,0.5601470588235294,0.5892687559354226
toxcast,128,auc,0.7019230769230769,0.5932076880014928
toxcast,129,auc,0.735387045813586,0.41700404858299595
toxcast,130,auc,0.7891156462585034,0.5915678524374176
toxcast,131,auc,0.6535470085470085,0.6383011920364476
toxcast,132,auc,0.7716981132075472,0.5599472990777339
toxcast,133,auc,0.5497888810696693,0.6074974670719352
toxcast,134,auc,0.7623239436619719,0.5807086614173228
toxcast,135,auc,0.6780361757105943,0.6279111949503011
toxcast,136,auc,0.8194444444444444,0.5684523809523809
toxcast,137,auc,0.6781767955801105,0.638835725677831
toxcast,138,auc,0.5076291079812206,0.5386904761904762
toxcast,139,auc,0.569947209653092,0.601823708206687
toxcast,140,auc,0.471563981042654,0.47370517928286854
toxcast,141,auc,0.6574352799518363,0.6248829807152219
toxcast,142,auc,0.6316425120772947,0.6155844155844156
toxcast,143,auc,0.7040340726454516,0.6751530651786406
toxcast,144,auc,0.7581073896863371,0.5252192982456141
toxcast,145,auc,0.606631299734748,0.6652153836005014
toxcast,146,auc,0.6558139534883721,0.8543307086614174
toxcast,147,auc,0.6159222948438635,0.6707970112079701
toxcast,148,auc,0.6819069069069069,0.6263391059202578
toxcast,149,auc,0.6409674981103552,0.6144792360648457
toxcast,150,auc,0.680921052631579,0.6866847157272951
toxcast,151,auc,0.6877941176470588,0.4376302083333333
toxcast,152,auc,0.4790697674418605,0.5657370517928287
toxcast,153,auc,0.5537124802527646,0.666
toxcast,154,auc,0.7045454545454546,0.5784975258659469
toxcast,155,auc,0.7613207547169811,0.23529411764705882
toxcast,156,auc,0.7485086342229199,0.6343991077237662
toxcast,157,auc,0.5823671497584542,0.46613545816733065
toxcast,158,auc,0.8006230529595015,0.7483530961791831
toxcast,159,auc,0.7744186046511627,0.5725490196078431
toxcast,160,auc,0.3055555555555556,0.47736220472440943
toxcast,161,auc,0.5379273504273504,0.685515873015873
toxcast,162,auc,0.5217219589257504,0.6193333333333333
toxcast,163,auc,0.7832905355832722,0.6698377581120945
toxcast,164,auc,0.6437793427230047,0.530961791831357
toxcast,165,auc,0.7195293862502711,0.6979604709840201
toxcast,166,auc,0.7441239316239316,0.5929499072356216
toxcast,167,auc,0.4255813953488372,0.6215139442231076
toxcast,168,auc,0.7962962962962963,0.4281949934123847
toxcast,169,auc,0.7070724841660803,0.5359195402298851
toxcast,170,auc,nan,0.5606060606060606
toxcast,171,auc,0.6157657657657658,0.5181414291003332
toxcast,172,auc,0.6916866028708134,0.6365853658536585
toxcast,173,auc,0.7091836734693877,0.7011612021857924
toxcast,174,auc,0.6514084507042254,0.16338582677165353
toxcast,175,auc,0.6873440285204991,0.6145833333333334
toxcast,176,auc,0.7274697845507094,0.6857533280437275
toxcast,177,auc,0.7897196261682243,0.5708661417322834
toxcast,178,auc,0.6166267942583732,0.4964012595591543
toxcast,179,auc,0.7037297677691766,0.5641337386018237
toxcast,180,auc,0.6074249605055292,0.6565737051792828
