task,task_type,metric,fingerprint,radius,fp_bits,use_chirality,n_targets,n_train,n_valid,n_test,n_feature_failures,valid,test,elapsed_sec
esol,regression,rmse,ECFP4_1024,2,1024,False,1,902,113,113,0,1.7365127801895142,1.6493065357208252,0.3
